,OC_greep,MDF 19mm AFQMxB,1004.5,34,19,"Gannomat
Massief","Fineer
eik
1mm",,,,
2,Rug,MDF 19mm AFQMxB,1004.5,60,19,"Gannomat
Massief",,"Fineer
eik
1mm",,,profiel_L_greeplijst
