,BC,HSP 19mm BxB,966.5,337,19,Standaard,"Fineer
eik
1mm","Fineer
eik
1mm",,,
2,LZ,HSP 19mm BxB,564,376,19,Standaard,"Fineer
eik
1mm","Fineer
eik
1mm","Fineer
eik
1mm","Fineer
eik
1mm","Hoeken recht frezen, met de hand afsjangen"
