,AS,Massief_PM___x14ZS,923.5,160,14,"Gannomat
Massief",,,,,
2,ZS_L,Massief_PM___x14ZS,300,160,14,"Gannomat
Massief",,,,,
,ZS_R,Massief_PM___x14ZS,300,160,14,"Gannomat
Massief",,,,,
