8,LF_01,MDF 19mm AFQMxB,1000,243.5,19,Standaard,"Fineer
eik
1mm","Fineer
eik
1mm","Fineer
eik
1mm","Fineer
eik
1mm",
,LF_02,MDF 19mm AFQMxB,1000,243.5,19,Standaard,"Fineer
eik
1mm","Fineer
eik
1mm","Fineer
eik
1mm","Fineer
eik
1mm",
10,RG,MDF 5mm BxB,975.5,248.5,5,"Reichenbach
er",,,,,
