TeileID;Teilelaenge;Teilebreite;Teiledicke;Kante1;Kante1 Status;Kante1 Programm;Kante2;Kante2 Status;Kante2 Programm;Kante3;Kante3 Status;Kante3 Programm;Kante4;Kante4 Status;Kante4 Programm;Abstapelplatz;ObjectID;VlowID
0000001512202019;600;765;19;4;0;3;2;0;3;3;0;7;1;0;7;3;92;000395-2021-01-05(132517-1323967)-92-19
0000001512202033;600;765;19;4;0;3;2;0;3;3;0;7;1;0;7;3;92;000395-2021-01-05(132517-1323967)-92-33
0000001512202058;600;765;19;3;0;7;1;0;7;4;0;4;2;0;4;6;95;000395-2021-01-05(132517-1323967)-95-58
0000001512202069;600;765;19;3;0;7;1;0;7;4;0;4;2;0;4;6;95;000395-2021-01-05(132517-1323967)-95-69
0000001512202070;600;765;19;3;0;7;1;0;7;4;0;4;2;0;4;6;95;000395-2021-01-05(132517-1323967)-95-70
0000001512202020;600;509;19;4;0;3;2;0;3;3;0;7;1;0;7;3;92;000395-2021-01-05(132517-1323967)-92-20
0000001512202021;600;509;19;4;0;3;2;0;3;3;0;7;1;0;7;3;92;000395-2021-01-05(132517-1323967)-92-21
0000001512202059;600;509;19;3;0;7;1;0;7;4;0;4;2;0;4;6;95;000395-2021-01-05(132517-1323967)-95-59
0000015122020116;600;509;19;4;0;3;2;0;3;3;0;7;1;0;7;4;99;000395-2021-01-05(132517-1323967)-99-116
0000015122020117;600;509;19;4;0;3;2;0;3;3;0;7;1;0;7;4;99;000395-2021-01-05(132517-1323967)-99-117
0000001512202022;1203;253;19;4;0;3;2;0;3;3;0;7;1;0;7;3;92;000395-2021-01-05(132517-1323967)-92-22
0000001512202096;1203;253;19;4;0;3;2;0;3;3;0;7;1;0;7;2;97;000395-2021-01-05(132517-1323967)-97-96
0000001512202060;600;253;19;3;0;7;1;0;7;4;0;4;2;0;4;6;95;000395-2021-01-05(132517-1323967)-95-60
0000001512202091;600;253;19;4;0;3;2;0;3;3;0;7;1;0;7;2;97;000395-2021-01-05(132517-1323967)-97-91
