level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	9	1	1	1	1304	271	96	23	76.443481	$04479
2	1	10	0	0	0	925	342	111	23	-1	
3	1	10	1	0	0	925	342	111	23	-1	
4	1	10	1	1	0	925	342	111	23	-1	
5	1	10	1	1	1	925	342	111	23	92.134521	Schuren
2	1	11	0	0	0	1138	342	113	29	-1	
3	1	11	1	0	0	1138	342	113	29	-1	
4	1	11	1	1	0	1138	342	113	29	-1	
5	1	11	1	1	1	1138	342	113	29	96.514076	Project:
2	1	12	0	0	0	1303	348	1002	45	-1	
3	1	12	1	0	0	1303	348	1002	45	-1	
4	1	12	1	1	0	1303	348	1002	45	-1	
5	1	12	1	1	1	1303	348	620	45	72.159653	0411_MO07199_Hoekdressing
5	1	12	1	1	2	1942	367	10	4	91.117035	-
5	1	12	1	1	3	1972	348	216	45	91.590706	opklapbed
5	1	12	1	1	4	2211	349	94	43	96.495796	(4-7)
2	1	13	0	0	0	3106	312	267	76	-1	
3	1	13	1	0	0	3106	312	267	76	-1	
4	1	13	1	1	0	3106	312	267	76	-1	
5	1	13	1	1	1	3106	312	267	76	96.117607	Nesting
2	1	14	0	0	0	145	422	37	27	-1	
3	1	14	1	0	0	145	422	37	27	-1	
4	1	14	1	1	0	145	422	37	27	-1	
5	1	14	1	1	1	145	422	37	27	93.887466	N°
2	1	15	0	0	0	339	422	173	27	-1	
3	1	15	1	0	0	339	422	173	27	-1	
4	1	15	1	1	0	339	422	173	27	-1	
5	1	15	1	1	1	339	422	173	27	91.697403	Onderdeel
2	1	16	0	0	0	820	422	154	27	-1	
3	1	16	1	0	0	820	422	154	27	-1	
4	1	16	1	1	0	820	422	154	27	-1	
5	1	16	1	1	1	820	422	154	27	92.184921	Materiaal
2	1	17	0	0	0	1221	423	110	33	-1	
3	1	17	1	0	0	1221	423	110	33	-1	
4	1	17	1	1	0	1221	423	110	33	-1	
5	1	17	1	1	1	1221	423	110	33	92.628105	Lengte
2	1	18	0	0	0	1436	422	129	27	-1	
3	1	18	1	0	0	1436	422	129	27	-1	
4	1	18	1	1	0	1436	422	129	27	-1	
5	1	18	1	1	1	1436	422	129	27	92.521294	Breedte
2	1	19	0	0	0	1636	422	84	27	-1	
3	1	19	1	0	0	1636	422	84	27	-1	
4	1	19	1	1	0	1636	422	84	27	-1	
5	1	19	1	1	1	1636	422	84	27	92.480057	Dikte
2	1	20	0	0	0	1789	423	32	26	-1	
3	1	20	1	0	0	1789	423	32	26	-1	
4	1	20	1	1	0	1789	423	32	26	-1	
5	1	20	1	1	1	1789	423	32	26	91.295799	L1
2	1	21	0	0	0	1907	423	37	26	-1	
3	1	21	1	0	0	1907	423	37	26	-1	
4	1	21	1	1	0	1907	423	37	26	-1	
5	1	21	1	1	1	1907	423	37	26	92.695358	L2
2	1	22	0	0	0	2025	423	33	26	-1	
3	1	22	1	0	0	2025	423	33	26	-1	
4	1	22	1	1	0	2025	423	33	26	-1	
5	1	22	1	1	1	2025	423	33	26	90.960251	B1
2	1	23	0	0	0	2143	423	38	26	-1	
3	1	23	1	0	0	2143	423	38	26	-1	
4	1	23	1	1	0	2143	423	38	26	-1	
5	1	23	1	1	1	2143	423	38	26	91.921036	B2
2	1	24	0	0	0	2236	429	104	15	-1	
3	1	24	1	0	0	2236	429	104	15	-1	
4	1	24	1	1	0	2236	429	104	15	-1	
5	1	24	1	1	1	2236	429	104	15	82.834930	ProductieM.
2	1	25	0	0	0	2759	422	221	34	-1	
3	1	25	1	0	0	2759	422	221	34	-1	
4	1	25	1	1	0	2759	422	221	34	-1	
5	1	25	1	1	1	2759	422	221	34	91.475861	Opmerkingen
2	1	26	0	0	0	1755	496	459	18	-1	
3	1	26	1	0	0	1755	496	459	18	-1	
4	1	26	1	1	0	1755	496	459	18	-1	
5	1	26	1	1	1	1755	497	66	17	91.504044	Fineer
5	1	26	1	1	2	1829	496	110	18	81.845207	eik|Fineer
5	1	26	1	1	3	1947	496	110	18	57.120331	eik|Fineer
5	1	26	1	1	4	2066	496	109	18	77.114220	eik|Fineer
5	1	26	1	1	5	2184	496	30	18	93.103073	eik
2	1	27	0	0	0	2238	496	105	18	-1	
3	1	27	1	0	0	2238	496	105	18	-1	
4	1	27	1	1	0	2238	496	105	18	-1	
5	1	27	1	1	1	2238	496	105	18	92.572365	Standaard
2	1	28	0	0	0	405	506	39	26	-1	
3	1	28	1	0	0	405	506	39	26	-1	
4	1	28	1	1	0	405	506	39	26	-1	
5	1	28	1	1	1	405	506	39	26	96.676216	AZ
2	1	29	0	0	0	781	506	234	26	-1	
3	1	29	1	0	0	781	506	234	26	-1	
4	1	29	1	1	0	781	506	234	26	-1	
5	1	29	1	1	1	781	506	57	26	92.320038	HSP
5	1	29	1	1	2	851	506	94	26	93.051941	23mm
5	1	29	1	1	3	960	506	55	26	92.974030	BxB
2	1	30	0	0	0	1239	506	67	26	-1	
3	1	30	1	0	0	1239	506	67	26	-1	
4	1	30	1	1	0	1239	506	67	26	-1	
5	1	30	1	1	1	1239	506	67	26	96.490623	2571
2	1	31	0	0	0	1431	506	140	26	-1	
3	1	31	1	0	0	1431	506	140	26	-1	
4	1	31	1	1	0	1431	506	140	26	-1	
5	1	31	1	1	1	1431	506	140	26	90.059593	1023.667
2	1	32	0	0	0	1659	506	34	26	-1	
3	1	32	1	0	0	1659	506	34	26	-1	
4	1	32	1	1	0	1659	506	34	26	-1	
5	1	32	1	1	1	1659	506	34	26	96.906837	23
2	1	33	0	0	0	1783	525	49	17	-1	
3	1	33	1	0	0	1783	525	49	17	-1	
4	1	33	1	1	0	1783	525	49	17	-1	
5	1	33	1	1	1	1783	525	49	17	68.498352	1mm
2	1	34	0	0	0	1901	525	49	17	-1	
3	1	34	1	0	0	1901	525	49	17	-1	
4	1	34	1	1	0	1901	525	49	17	-1	
5	1	34	1	1	1	1901	525	49	17	68.498352	1mm
2	1	35	0	0	0	2020	525	48	17	-1	
3	1	35	1	0	0	2020	525	48	17	-1	
4	1	35	1	1	0	2020	525	48	17	-1	
5	1	35	1	1	1	2020	525	48	17	32.248398	1mm
2	1	36	0	0	0	2138	525	48	17	-1	
3	1	36	1	0	0	2138	525	48	17	-1	
4	1	36	1	1	0	2138	525	48	17	-1	
5	1	36	1	1	1	2138	525	48	17	32.248398	1mm
2	1	37	0	0	0	2276	524	32	18	-1	
3	1	37	1	0	0	2276	524	32	18	-1	
4	1	37	1	1	0	2276	524	32	18	-1	
5	1	37	1	1	1	2276	524	32	18	96.970917	Dik
2	1	38	0	0	0	1755	590	459	18	-1	
3	1	38	1	0	0	1755	590	459	18	-1	
4	1	38	1	1	0	1755	590	459	18	-1	
5	1	38	1	1	1	1755	591	66	17	91.333435	Fineer
5	1	38	1	1	2	1829	590	110	18	80.637192	eik|Fineer
5	1	38	1	1	3	1947	590	110	18	60.834175	eik|Fineer
5	1	38	1	1	4	2066	590	109	18	67.167366	eik|Fineer
5	1	38	1	1	5	2184	590	30	18	92.696983	eik
2	1	39	0	0	0	2238	590	105	18	-1	
3	1	39	1	0	0	2238	590	105	18	-1	
4	1	39	1	1	0	2238	590	105	18	-1	
5	1	39	1	1	1	2238	590	105	18	92.717186	Standaard
2	1	40	0	0	0	381	601	84	30	-1	
3	1	40	1	0	0	381	601	84	30	-1	
4	1	40	1	1	0	381	601	84	30	-1	
5	1	40	1	1	1	381	601	84	30	92.383224	LZ_01
2	1	41	0	0	0	781	601	234	26	-1	
3	1	41	1	0	0	781	601	234	26	-1	
4	1	41	1	1	0	781	601	234	26	-1	
5	1	41	1	1	1	781	601	57	26	91.613609	HSP
5	1	41	1	1	2	851	601	94	26	92.806000	23mm
5	1	41	1	1	3	960	601	55	26	92.492180	BxB
2	1	42	0	0	0	1239	601	67	26	-1	
3	1	42	1	0	0	1239	601	67	26	-1	
4	1	42	1	1	0	1239	601	67	26	-1	
5	1	42	1	1	1	1239	601	67	26	96.526955	2571
2	1	43	0	0	0	1474	601	53	26	-1	
3	1	43	1	0	0	1474	601	53	26	-1	
4	1	43	1	1	0	1474	601	53	26	-1	
5	1	43	1	1	1	1474	601	53	26	96.521820	510
2	1	44	0	0	0	1659	601	34	26	-1	
3	1	44	1	0	0	1659	601	34	26	-1	
4	1	44	1	1	0	1659	601	34	26	-1	
5	1	44	1	1	1	1659	601	34	26	96.907249	23
2	1	45	0	0	0	1783	619	49	17	-1	
3	1	45	1	0	0	1783	619	49	17	-1	
4	1	45	1	1	0	1783	619	49	17	-1	
5	1	45	1	1	1	1783	619	49	17	73.944923	1mm
2	1	46	0	0	0	1901	619	49	17	-1	
3	1	46	1	0	0	1901	619	49	17	-1	
4	1	46	1	1	0	1901	619	49	17	-1	
5	1	46	1	1	1	1901	619	49	17	73.944923	1mm
2	1	47	0	0	0	2020	619	48	17	-1	
3	1	47	1	0	0	2020	619	48	17	-1	
4	1	47	1	1	0	2020	619	48	17	-1	
5	1	47	1	1	1	2020	619	48	17	51.220646	1mm
2	1	48	0	0	0	2138	619	48	17	-1	
3	1	48	1	0	0	2138	619	48	17	-1	
4	1	48	1	1	0	2138	619	48	17	-1	
5	1	48	1	1	1	2138	619	48	17	51.220646	1mm
2	1	49	0	0	0	2276	618	32	18	-1	
3	1	49	1	0	0	2276	618	32	18	-1	
4	1	49	1	1	0	2276	618	32	18	-1	
5	1	49	1	1	1	2276	618	32	18	96.982315	Dik
2	1	50	0	0	0	781	695	234	26	-1	
3	1	50	1	0	0	781	695	234	26	-1	
4	1	50	1	1	0	781	695	234	26	-1	
5	1	50	1	1	1	781	695	57	26	92.320038	HSP
5	1	50	1	1	2	851	695	94	26	93.051941	23mm
5	1	50	1	1	3	960	695	55	26	92.974030	BxB
2	1	51	0	0	0	1239	695	67	26	-1	
3	1	51	1	0	0	1239	695	67	26	-1	
4	1	51	1	1	0	1239	695	67	26	-1	
5	1	51	1	1	1	1239	695	67	26	96.490623	2571
2	1	52	0	0	0	1474	695	53	26	-1	
3	1	52	1	0	0	1474	695	53	26	-1	
4	1	52	1	1	0	1474	695	53	26	-1	
5	1	52	1	1	1	1474	695	53	26	96.445137	510
2	1	53	0	0	0	1659	695	34	26	-1	
3	1	53	1	0	0	1659	695	34	26	-1	
4	1	53	1	1	0	1659	695	34	26	-1	
5	1	53	1	1	1	1659	695	34	26	96.906837	23
2	1	54	0	0	0	1755	685	459	18	-1	
3	1	54	1	0	0	1755	685	459	18	-1	
4	1	54	1	1	0	1755	685	459	18	-1	
5	1	54	1	1	1	1755	686	66	17	91.504044	Fineer
5	1	54	1	1	2	1829	685	110	18	81.845207	eik|Fineer
5	1	54	1	1	3	1947	685	110	18	57.120331	eik|Fineer
5	1	54	1	1	4	2066	685	109	18	77.114220	eik|Fineer
5	1	54	1	1	5	2184	685	30	18	93.103073	eik
2	1	55	0	0	0	2238	685	105	18	-1	
3	1	55	1	0	0	2238	685	105	18	-1	
4	1	55	1	1	0	2238	685	105	18	-1	
5	1	55	1	1	1	2238	685	105	18	92.572365	Standaard
2	1	56	0	0	0	381	695	89	30	-1	
3	1	56	1	0	0	381	695	89	30	-1	
4	1	56	1	1	0	381	695	89	30	-1	
5	1	56	1	1	1	381	695	89	30	92.465866	LZ_02
2	1	57	0	0	0	1783	714	49	17	-1	
3	1	57	1	0	0	1783	714	49	17	-1	
4	1	57	1	1	0	1783	714	49	17	-1	
5	1	57	1	1	1	1783	714	49	17	68.498352	1mm
2	1	58	0	0	0	1901	714	49	17	-1	
3	1	58	1	0	0	1901	714	49	17	-1	
4	1	58	1	1	0	1901	714	49	17	-1	
5	1	58	1	1	1	1901	714	49	17	68.498352	1mm
2	1	59	0	0	0	2020	714	48	17	-1	
3	1	59	1	0	0	2020	714	48	17	-1	
4	1	59	1	1	0	2020	714	48	17	-1	
5	1	59	1	1	1	2020	714	48	17	32.248398	1mm
2	1	60	0	0	0	2138	714	48	17	-1	
3	1	60	1	0	0	2138	714	48	17	-1	
4	1	60	1	1	0	2138	714	48	17	-1	
5	1	60	1	1	1	2138	714	48	17	32.248398	1mm
2	1	61	0	0	0	2276	713	32	18	-1	
3	1	61	1	0	0	2276	713	32	18	-1	
4	1	61	1	1	0	2276	713	32	18	-1	
5	1	61	1	1	1	2276	713	32	18	96.970917	Dik
2	1	62	0	0	0	781	790	234	26	-1	
3	1	62	1	0	0	781	790	234	26	-1	
4	1	62	1	1	0	781	790	234	26	-1	
5	1	62	1	1	1	781	790	57	26	91.613609	HSP
5	1	62	1	1	2	851	790	94	26	92.806000	23mm
5	1	62	1	1	3	960	790	55	26	92.492180	BxB
2	1	63	0	0	0	1239	790	67	26	-1	
3	1	63	1	0	0	1239	790	67	26	-1	
4	1	63	1	1	0	1239	790	67	26	-1	
5	1	63	1	1	1	1239	790	67	26	96.526955	2571
2	1	64	0	0	0	1473	790	54	26	-1	
3	1	64	1	0	0	1473	790	54	26	-1	
4	1	64	1	1	0	1473	790	54	26	-1	
5	1	64	1	1	1	1473	790	54	26	96.939651	600
2	1	65	0	0	0	1659	790	34	26	-1	
3	1	65	1	0	0	1659	790	34	26	-1	
4	1	65	1	1	0	1659	790	34	26	-1	
5	1	65	1	1	1	1659	790	34	26	96.907249	23
2	1	66	0	0	0	1755	779	459	18	-1	
3	1	66	1	0	0	1755	779	459	18	-1	
4	1	66	1	1	0	1755	779	459	18	-1	
5	1	66	1	1	1	1755	780	66	17	91.333435	Fineer
5	1	66	1	1	2	1829	779	110	18	80.637192	eik|Fineer
5	1	66	1	1	3	1947	779	110	18	60.834175	eik|Fineer
5	1	66	1	1	4	2066	779	109	18	67.167366	eik|Fineer
5	1	66	1	1	5	2184	779	30	18	92.696983	eik
2	1	67	0	0	0	2238	779	105	18	-1	
3	1	67	1	0	0	2238	779	105	18	-1	
4	1	67	1	1	0	2238	779	105	18	-1	
5	1	67	1	1	1	2238	779	105	18	92.717186	Standaard
2	1	68	0	0	0	381	790	89	30	-1	
3	1	68	1	0	0	381	790	89	30	-1	
4	1	68	1	1	0	381	790	89	30	-1	
5	1	68	1	1	1	381	790	89	30	92.669510	LZ_03
2	1	69	0	0	0	1783	808	49	17	-1	
3	1	69	1	0	0	1783	808	49	17	-1	
4	1	69	1	1	0	1783	808	49	17	-1	
5	1	69	1	1	1	1783	808	49	17	73.944923	1mm
2	1	70	0	0	0	1901	808	49	17	-1	
3	1	70	1	0	0	1901	808	49	17	-1	
4	1	70	1	1	0	1901	808	49	17	-1	
5	1	70	1	1	1	1901	808	49	17	73.944923	1mm
2	1	71	0	0	0	2020	808	48	17	-1	
3	1	71	1	0	0	2020	808	48	17	-1	
4	1	71	1	1	0	2020	808	48	17	-1	
5	1	71	1	1	1	2020	808	48	17	51.220646	1mm
2	1	72	0	0	0	2138	808	48	17	-1	
3	1	72	1	0	0	2138	808	48	17	-1	
4	1	72	1	1	0	2138	808	48	17	-1	
5	1	72	1	1	1	2138	808	48	17	51.220646	1mm
2	1	73	0	0	0	2276	807	32	18	-1	
3	1	73	1	0	0	2276	807	32	18	-1	
4	1	73	1	1	0	2276	807	32	18	-1	
5	1	73	1	1	1	2276	807	32	18	96.982315	Dik
2	1	74	0	0	0	781	884	234	26	-1	
3	1	74	1	0	0	781	884	234	26	-1	
4	1	74	1	1	0	781	884	234	26	-1	
5	1	74	1	1	1	781	884	57	26	92.320038	HSP
5	1	74	1	1	2	851	884	94	26	93.051941	23mm
5	1	74	1	1	3	960	884	55	26	92.974030	BxB
2	1	75	0	0	0	1239	884	67	26	-1	
3	1	75	1	0	0	1239	884	67	26	-1	
4	1	75	1	1	0	1239	884	67	26	-1	
5	1	75	1	1	1	1239	884	67	26	96.490623	2571
2	1	76	0	0	0	1473	884	54	26	-1	
3	1	76	1	0	0	1473	884	54	26	-1	
4	1	76	1	1	0	1473	884	54	26	-1	
5	1	76	1	1	1	1473	884	54	26	96.977486	600
2	1	77	0	0	0	1659	884	34	26	-1	
3	1	77	1	0	0	1659	884	34	26	-1	
4	1	77	1	1	0	1659	884	34	26	-1	
5	1	77	1	1	1	1659	884	34	26	96.906837	23
2	1	78	0	0	0	1755	874	459	18	-1	
3	1	78	1	0	0	1755	874	459	18	-1	
4	1	78	1	1	0	1755	874	459	18	-1	
5	1	78	1	1	1	1755	875	66	17	91.504044	Fineer
5	1	78	1	1	2	1829	874	110	18	81.845207	eik|Fineer
5	1	78	1	1	3	1947	874	110	18	57.120331	eik|Fineer
5	1	78	1	1	4	2066	874	109	18	77.114220	eik|Fineer
5	1	78	1	1	5	2184	874	30	18	93.103073	eik
2	1	79	0	0	0	2238	874	105	18	-1	
3	1	79	1	0	0	2238	874	105	18	-1	
4	1	79	1	1	0	2238	874	105	18	-1	
5	1	79	1	1	1	2238	874	105	18	92.572365	Standaard
2	1	80	0	0	0	380	884	93	30	-1	
3	1	80	1	0	0	380	884	93	30	-1	
4	1	80	1	1	0	380	884	93	30	-1	
5	1	80	1	1	1	380	884	93	30	92.791161	RZ_04
2	1	81	0	0	0	1783	903	49	17	-1	
3	1	81	1	0	0	1783	903	49	17	-1	
4	1	81	1	1	0	1783	903	49	17	-1	
5	1	81	1	1	1	1783	903	49	17	68.498352	1mm
2	1	82	0	0	0	1901	903	49	17	-1	
3	1	82	1	0	0	1901	903	49	17	-1	
4	1	82	1	1	0	1901	903	49	17	-1	
5	1	82	1	1	1	1901	903	49	17	68.498352	1mm
2	1	83	0	0	0	2020	903	48	17	-1	
3	1	83	1	0	0	2020	903	48	17	-1	
4	1	83	1	1	0	2020	903	48	17	-1	
5	1	83	1	1	1	2020	903	48	17	32.248398	1mm
2	1	84	0	0	0	2138	903	48	17	-1	
3	1	84	1	0	0	2138	903	48	17	-1	
4	1	84	1	1	0	2138	903	48	17	-1	
5	1	84	1	1	1	2138	903	48	17	32.248398	1mm
2	1	85	0	0	0	2276	902	32	18	-1	
3	1	85	1	0	0	2276	902	32	18	-1	
4	1	85	1	1	0	2276	902	32	18	-1	
5	1	85	1	1	1	2276	902	32	18	96.970917	Dik
2	1	86	0	0	0	360	978	130	30	-1	
3	1	86	1	0	0	360	978	130	30	-1	
4	1	86	1	1	0	360	978	130	30	-1	
5	1	86	1	1	1	360	978	130	30	91.577194	AFWZ_R
2	1	87	0	0	0	742	978	310	31	-1	
3	1	87	1	0	0	742	978	310	31	-1	
4	1	87	1	1	0	742	978	310	31	-1	
5	1	87	1	1	1	742	978	65	26	96.421532	MDF
5	1	87	1	1	2	822	978	91	26	91.900169	19mm
5	1	87	1	1	3	926	978	126	31	84.461197	AFQMxB
2	1	88	0	0	0	1239	978	73	26	-1	
3	1	88	1	0	0	1239	978	73	26	-1	
4	1	88	1	1	0	1239	978	73	26	-1	
5	1	88	1	1	1	1239	978	73	26	96.872803	2636
2	1	89	0	0	0	1473	978	53	26	-1	
3	1	89	1	0	0	1473	978	53	26	-1	
4	1	89	1	1	0	1473	978	53	26	-1	
5	1	89	1	1	1	1473	978	53	26	95.767731	635
2	1	90	0	0	0	1662	978	32	26	-1	
3	1	90	1	0	0	1662	978	32	26	-1	
4	1	90	1	1	0	1662	978	32	26	-1	
5	1	90	1	1	1	1662	978	32	26	96.781975	19
2	1	91	0	0	0	1755	968	459	18	-1	
3	1	91	1	0	0	1755	968	459	18	-1	
4	1	91	1	1	0	1755	968	459	18	-1	
5	1	91	1	1	1	1755	969	66	17	91.333435	Fineer
5	1	91	1	1	2	1829	968	110	18	80.637192	eik|Fineer
5	1	91	1	1	3	1947	968	110	18	60.834175	eik|Fineer
5	1	91	1	1	4	2066	968	109	18	67.167366	eik|Fineer
5	1	91	1	1	5	2184	968	30	18	92.696983	eik
2	1	92	0	0	0	2238	982	105	18	-1	
3	1	92	1	0	0	2238	982	105	18	-1	
4	1	92	1	1	0	2238	982	105	18	-1	
5	1	92	1	1	1	2238	982	105	18	92.717186	Standaard
2	1	93	0	0	0	2705	978	332	26	-1	
3	1	93	1	0	0	2705	978	332	26	-1	
4	1	93	1	1	0	2705	978	332	26	-1	
5	1	93	1	1	1	2705	978	168	26	90.573196	L+B=30mm
5	1	93	1	1	2	2887	980	150	24	91.983261	overmaat
2	1	94	0	0	0	1783	997	49	17	-1	
3	1	94	1	0	0	1783	997	49	17	-1	
4	1	94	1	1	0	1783	997	49	17	-1	
5	1	94	1	1	1	1783	997	49	17	73.944923	1mm
2	1	95	0	0	0	1901	997	49	17	-1	
3	1	95	1	0	0	1901	997	49	17	-1	
4	1	95	1	1	0	1901	997	49	17	-1	
5	1	95	1	1	1	1901	997	49	17	73.944923	1mm
2	1	96	0	0	0	2020	997	48	17	-1	
3	1	96	1	0	0	2020	997	48	17	-1	
4	1	96	1	1	0	2020	997	48	17	-1	
5	1	96	1	1	1	2020	997	48	17	51.220646	1mm
2	1	97	0	0	0	2138	997	48	17	-1	
3	1	97	1	0	0	2138	997	48	17	-1	
4	1	97	1	1	0	2138	997	48	17	-1	
5	1	97	1	1	1	2138	997	48	17	51.220646	1mm
2	1	98	0	0	0	369	1073	108	30	-1	
3	1	98	1	0	0	369	1073	108	30	-1	
4	1	98	1	1	0	369	1073	108	30	-1	
5	1	98	1	1	1	369	1073	108	30	81.623291	DR_LO1
2	1	99	0	0	0	742	1073	310	31	-1	
3	1	99	1	0	0	742	1073	310	31	-1	
4	1	99	1	1	0	742	1073	310	31	-1	
5	1	99	1	1	1	742	1073	65	26	96.591675	MDF
5	1	99	1	1	2	822	1073	91	26	91.923904	19mm
5	1	99	1	1	3	926	1073	126	31	79.588806	AFQMxB
2	1	100	0	0	0	1239	1073	73	26	-1	
3	1	100	1	0	0	1239	1073	73	26	-1	
4	1	100	1	1	0	1239	1073	73	26	-1	
5	1	100	1	1	1	1239	1073	73	26	95.794106	2596
2	1	101	0	0	0	1437	1073	125	26	-1	
3	1	101	1	0	0	1437	1073	125	26	-1	
4	1	101	1	1	0	1437	1073	125	26	-1	
5	1	101	1	1	1	1437	1073	125	26	96.117241	431.667
2	1	102	0	0	0	1662	1073	32	26	-1	
3	1	102	1	0	0	1662	1073	32	26	-1	
4	1	102	1	1	0	1662	1073	32	26	-1	
5	1	102	1	1	1	1662	1073	32	26	96.715439	19
2	1	103	0	0	0	1755	1063	459	18	-1	
3	1	103	1	0	0	1755	1063	459	18	-1	
4	1	103	1	1	0	1755	1063	459	18	-1	
5	1	103	1	1	1	1755	1064	66	17	91.504044	Fineer
5	1	103	1	1	2	1829	1063	110	18	81.845207	eik|Fineer
5	1	103	1	1	3	1947	1063	110	18	57.120331	eik|Fineer
5	1	103	1	1	4	2066	1063	109	18	77.114220	eik|Fineer
5	1	103	1	1	5	2184	1063	30	18	93.103073	eik
2	1	104	0	0	0	2238	1077	105	18	-1	
3	1	104	1	0	0	2238	1077	105	18	-1	
4	1	104	1	1	0	2238	1077	105	18	-1	
5	1	104	1	1	1	2238	1077	105	18	92.572365	Standaard
2	1	105	0	0	0	1783	1092	49	17	-1	
3	1	105	1	0	0	1783	1092	49	17	-1	
4	1	105	1	1	0	1783	1092	49	17	-1	
5	1	105	1	1	1	1783	1092	49	17	68.498352	1mm
2	1	106	0	0	0	1901	1092	49	17	-1	
3	1	106	1	0	0	1901	1092	49	17	-1	
4	1	106	1	1	0	1901	1092	49	17	-1	
5	1	106	1	1	1	1901	1092	49	17	68.498352	1mm
2	1	107	0	0	0	2020	1092	48	17	-1	
3	1	107	1	0	0	2020	1092	48	17	-1	
4	1	107	1	1	0	2020	1092	48	17	-1	
5	1	107	1	1	1	2020	1092	48	17	32.248398	1mm
2	1	108	0	0	0	2138	1092	48	17	-1	
3	1	108	1	0	0	2138	1092	48	17	-1	
4	1	108	1	1	0	2138	1092	48	17	-1	
5	1	108	1	1	1	2138	1092	48	17	32.248398	1mm
2	1	109	0	0	0	369	1167	112	30	-1	
3	1	109	1	0	0	369	1167	112	30	-1	
4	1	109	1	1	0	369	1167	112	30	-1	
5	1	109	1	1	1	369	1167	112	30	92.093124	DR_LO3
2	1	110	0	0	0	742	1167	310	31	-1	
3	1	110	1	0	0	742	1167	310	31	-1	
4	1	110	1	1	0	742	1167	310	31	-1	
5	1	110	1	1	1	742	1167	65	26	96.421532	MDF
5	1	110	1	1	2	822	1167	91	26	91.900169	19mm
5	1	110	1	1	3	926	1167	126	31	84.461197	AFQMxB
2	1	111	0	0	0	1239	1167	73	26	-1	
3	1	111	1	0	0	1239	1167	73	26	-1	
4	1	111	1	1	0	1239	1167	73	26	-1	
5	1	111	1	1	1	1239	1167	73	26	95.588844	2596
2	1	112	0	0	0	1437	1167	125	26	-1	
3	1	112	1	0	0	1437	1167	125	26	-1	
4	1	112	1	1	0	1437	1167	125	26	-1	
5	1	112	1	1	1	1437	1167	125	26	96.340302	431.667
2	1	113	0	0	0	1662	1167	32	26	-1	
3	1	113	1	0	0	1662	1167	32	26	-1	
4	1	113	1	1	0	1662	1167	32	26	-1	
5	1	113	1	1	1	1662	1167	32	26	96.781975	19
2	1	114	0	0	0	1755	1157	459	18	-1	
3	1	114	1	0	0	1755	1157	459	18	-1	
4	1	114	1	1	0	1755	1157	459	18	-1	
5	1	114	1	1	1	1755	1158	66	17	91.333435	Fineer
5	1	114	1	1	2	1829	1157	110	18	80.637192	eik|Fineer
5	1	114	1	1	3	1947	1157	110	18	60.834175	eik|Fineer
5	1	114	1	1	4	2066	1157	109	18	67.167366	eik|Fineer
5	1	114	1	1	5	2184	1157	30	18	92.696983	eik
2	1	115	0	0	0	2238	1171	105	18	-1	
3	1	115	1	0	0	2238	1171	105	18	-1	
4	1	115	1	1	0	2238	1171	105	18	-1	
5	1	115	1	1	1	2238	1171	105	18	92.717186	Standaard
2	1	116	0	0	0	1783	1186	49	17	-1	
3	1	116	1	0	0	1783	1186	49	17	-1	
4	1	116	1	1	0	1783	1186	49	17	-1	
